id,Client Sent,Server Recived,Model runtime,Server sent,Client Recived
96994,2024-05-14 09:25:17.648089,2024-05-14 09:25:17.864727,0.10006523132324219,2024-05-14 09:25:17.980449,2024-05-14 09:25:17.650287
96995,2024-05-14 09:25:18.207743,2024-05-14 09:25:18.429712,0.10774803161621094,2024-05-14 09:25:18.552259,2024-05-14 09:25:18.210498
96996,2024-05-14 09:25:18.718401,2024-05-14 09:25:18.998728,0.11540412902832031,2024-05-14 09:25:19.131083,2024-05-14 09:25:18.720273
96997,2024-05-14 09:25:19.293748,2024-05-14 09:25:19.482744,0.10239076614379883,2024-05-14 09:25:19.603569,2024-05-14 09:25:19.296299
96998,2024-05-14 09:25:19.766926,2024-05-14 09:25:20.091449,0.11058259010314941,2024-05-14 09:25:20.217873,2024-05-14 09:25:19.769189
96999,2024-05-14 09:25:20.376515,2024-05-14 09:25:20.671692,0.10788679122924805,2024-05-14 09:25:20.795067,2024-05-14 09:25:20.378804
97000,2024-05-14 09:25:20.958685,2024-05-14 09:25:21.243910,0.1009368896484375,2024-05-14 09:25:21.361989,2024-05-14 09:25:20.961439
97001,2024-05-14 09:25:21.521280,2024-05-14 09:25:21.806079,0.11203908920288086,2024-05-14 09:25:21.934406,2024-05-14 09:25:21.523056
97002,2024-05-14 09:25:22.207436,2024-05-14 09:25:22.478825,0.10227227210998535,2024-05-14 09:25:22.599213,2024-05-14 09:25:22.209999
97003,2024-05-14 09:25:22.760529,2024-05-14 09:25:23.034997,0.10426616668701172,2024-05-14 09:25:23.153639,2024-05-14 09:25:22.762955
97004,2024-05-14 09:25:23.317747,2024-05-14 09:25:23.615193,0.10700249671936035,2024-05-14 09:25:23.736561,2024-05-14 09:25:23.319693
97005,2024-05-14 09:25:23.959997,2024-05-14 09:25:24.407002,0.11099648475646973,2024-05-14 09:25:24.533492,2024-05-14 09:25:23.962394
97006,2024-05-14 09:25:24.785611,2024-05-14 09:25:25.552767,0.10731339454650879,2024-05-14 09:25:25.673868,2024-05-14 09:25:24.788378
97007,2024-05-14 09:25:25.854917,2024-05-14 09:25:26.249580,0.10006999969482422,2024-05-14 09:25:26.364178,2024-05-14 09:25:25.857139
97008,2024-05-14 09:25:26.629008,2024-05-14 09:25:26.899085,0.11170077323913574,2024-05-14 09:25:27.025967,2024-05-14 09:25:26.631251
97009,2024-05-14 09:25:27.256298,2024-05-14 09:25:27.486575,0.10902929306030273,2024-05-14 09:25:27.609751,2024-05-14 09:25:27.258715
97010,2024-05-14 09:25:27.838886,2024-05-14 09:25:28.010354,0.10643935203552246,2024-05-14 09:25:28.132670,2024-05-14 09:25:27.840772
97011,2024-05-14 09:25:28.300726,2024-05-14 09:25:28.505512,0.10578370094299316,2024-05-14 09:25:28.626787,2024-05-14 09:25:28.302643
97012,2024-05-14 09:25:28.794265,2024-05-14 09:25:29.183271,0.10885071754455566,2024-05-14 09:25:29.307432,2024-05-14 09:25:28.796502
97013,2024-05-14 09:25:29.463563,2024-05-14 09:25:29.746988,0.10498380661010742,2024-05-14 09:25:29.867214,2024-05-14 09:25:29.466147
97014,2024-05-14 09:25:30.037612,2024-05-14 09:25:30.257566,0.11247444152832031,2024-05-14 09:25:30.385230,2024-05-14 09:25:30.040142
97015,2024-05-14 09:25:30.549551,2024-05-14 09:25:30.818289,0.11070084571838379,2024-05-14 09:25:30.944045,2024-05-14 09:25:30.551610
97016,2024-05-14 09:25:31.210655,2024-05-14 09:25:31.493103,0.10589170455932617,2024-05-14 09:25:31.614101,2024-05-14 09:25:31.213235
97017,2024-05-14 09:25:31.774732,2024-05-14 09:25:31.939605,0.10970211029052734,2024-05-14 09:25:32.064739,2024-05-14 09:25:31.776883
97018,2024-05-14 09:25:32.235751,2024-05-14 09:25:32.419058,0.10775041580200195,2024-05-14 09:25:32.542483,2024-05-14 09:25:32.238040
97019,2024-05-14 09:25:32.707688,2024-05-14 09:25:32.992057,0.10780906677246094,2024-05-14 09:25:33.115436,2024-05-14 09:25:32.710317
97020,2024-05-14 09:25:33.366678,2024-05-14 09:25:33.653316,0.1073763370513916,2024-05-14 09:25:33.776016,2024-05-14 09:25:33.368982
97021,2024-05-14 09:25:33.935912,2024-05-14 09:25:34.147193,0.10584235191345215,2024-05-14 09:25:34.268541,2024-05-14 09:25:33.938166
97022,2024-05-14 09:25:34.490192,2024-05-14 09:25:34.758524,0.10791373252868652,2024-05-14 09:25:34.881860,2024-05-14 09:25:34.493076
97023,2024-05-14 09:25:35.053571,2024-05-14 09:25:35.336336,0.1085517406463623,2024-05-14 09:25:35.460429,2024-05-14 09:25:35.055925
97024,2024-05-14 09:25:35.648940,2024-05-14 09:25:35.921417,0.10656213760375977,2024-05-14 09:25:36.043289,2024-05-14 09:25:35.651040
97025,2024-05-14 09:25:36.435507,2024-05-14 09:25:36.724431,0.10683250427246094,2024-05-14 09:25:36.846398,2024-05-14 09:25:36.438560
97026,2024-05-14 09:25:37.015709,2024-05-14 09:25:37.301120,0.10850858688354492,2024-05-14 09:25:37.425006,2024-05-14 09:25:37.018376
97027,2024-05-14 09:25:37.663033,2024-05-14 09:25:37.932596,0.11152172088623047,2024-05-14 09:25:38.058443,2024-05-14 09:25:37.665288
97028,2024-05-14 09:25:38.276132,2024-05-14 09:25:38.567434,0.11030435562133789,2024-05-14 09:25:38.693392,2024-05-14 09:25:38.278385
97029,2024-05-14 09:25:38.910948,2024-05-14 09:25:39.252723,0.1112051010131836,2024-05-14 09:25:39.379820,2024-05-14 09:25:38.913977
97030,2024-05-14 09:25:39.561442,2024-05-14 09:25:39.901068,0.11175322532653809,2024-05-14 09:25:40.028176,2024-05-14 09:25:39.563334
97031,2024-05-14 09:25:40.191445,2024-05-14 09:25:40.603959,0.10525369644165039,2024-05-14 09:25:40.724768,2024-05-14 09:25:40.194265
97032,2024-05-14 09:25:40.970873,2024-05-14 09:25:41.205777,0.10887479782104492,2024-05-14 09:25:41.330524,2024-05-14 09:25:40.973440
97033,2024-05-14 09:25:41.576974,2024-05-14 09:25:41.840378,0.10980606079101562,2024-05-14 09:25:41.967087,2024-05-14 09:25:41.579029
97034,2024-05-14 09:25:42.170334,2024-05-14 09:25:42.539983,0.10962700843811035,2024-05-14 09:25:42.665275,2024-05-14 09:25:42.172556
97035,2024-05-14 09:25:42.889783,2024-05-14 09:25:43.182500,0.11296248435974121,2024-05-14 09:25:43.311694,2024-05-14 09:25:42.892121
97036,2024-05-14 09:25:43.476407,2024-05-14 09:25:43.773738,0.11147236824035645,2024-05-14 09:25:43.901536,2024-05-14 09:25:43.478407
97037,2024-05-14 09:25:44.061337,2024-05-14 09:25:44.294682,0.11237311363220215,2024-05-14 09:25:44.423522,2024-05-14 09:25:44.064121
97038,2024-05-14 09:25:44.597694,2024-05-14 09:25:44.981768,0.11483335494995117,2024-05-14 09:25:45.113096,2024-05-14 09:25:44.600144
97039,2024-05-14 09:25:45.405375,2024-05-14 09:25:45.754498,0.1092977523803711,2024-05-14 09:25:45.879318,2024-05-14 09:25:45.407311
97040,2024-05-14 09:25:46.049512,2024-05-14 09:25:46.334443,0.11232447624206543,2024-05-14 09:25:46.464781,2024-05-14 09:25:46.053059
97041,2024-05-14 09:25:46.627778,2024-05-14 09:25:46.969594,0.11496496200561523,2024-05-14 09:25:47.102811,2024-05-14 09:25:46.630417
97042,2024-05-14 09:25:47.261695,2024-05-14 09:25:47.561982,0.10817670822143555,2024-05-14 09:25:47.684646,2024-05-14 09:25:47.264249
97043,2024-05-14 09:25:47.859844,2024-05-14 09:25:48.140540,0.11654186248779297,2024-05-14 09:25:48.274682,2024-05-14 09:25:47.861945
97044,2024-05-14 09:25:48.528454,2024-05-14 09:25:48.830125,0.11481738090515137,2024-05-14 09:25:48.961616,2024-05-14 09:25:48.530668
97045,2024-05-14 09:25:49.121187,2024-05-14 09:25:49.414128,0.11379861831665039,2024-05-14 09:25:49.543414,2024-05-14 09:25:49.123395
97046,2024-05-14 09:25:49.715397,2024-05-14 09:25:50.008452,0.11335420608520508,2024-05-14 09:25:50.136491,2024-05-14 09:25:49.718312
97047,2024-05-14 09:25:50.385586,2024-05-14 09:25:50.673894,0.10505175590515137,2024-05-14 09:25:50.794664,2024-05-14 09:25:50.387816
97048,2024-05-14 09:25:50.954889,2024-05-14 09:25:51.232941,0.10309004783630371,2024-05-14 09:25:51.352361,2024-05-14 09:25:50.957331
97049,2024-05-14 09:25:51.532649,2024-05-14 09:25:51.823149,0.1143655776977539,2024-05-14 09:25:51.954387,2024-05-14 09:25:51.534757
97050,2024-05-14 09:25:52.120078,2024-05-14 09:25:52.346004,0.11414051055908203,2024-05-14 09:25:52.476684,2024-05-14 09:25:52.122441
97051,2024-05-14 09:25:52.722227,2024-05-14 09:25:53.016728,0.10283541679382324,2024-05-14 09:25:53.136402,2024-05-14 09:25:52.724656
97052,2024-05-14 09:25:53.336547,2024-05-14 09:25:53.612548,0.10134053230285645,2024-05-14 09:25:53.729271,2024-05-14 09:25:53.338957
97053,2024-05-14 09:25:54.009552,2024-05-14 09:25:54.653465,0.11073756217956543,2024-05-14 09:25:54.780518,2024-05-14 09:25:54.011797
97054,2024-05-14 09:25:54.961900,2024-05-14 09:25:55.340704,0.11330747604370117,2024-05-14 09:25:55.472326,2024-05-14 09:25:54.964084
97055,2024-05-14 09:25:55.793255,2024-05-14 09:25:56.003744,0.10650014877319336,2024-05-14 09:25:56.117972,2024-05-14 09:25:55.795326
97056,2024-05-14 09:25:56.279283,2024-05-14 09:25:56.571735,0.11414933204650879,2024-05-14 09:25:56.702970,2024-05-14 09:25:56.281566
97057,2024-05-14 09:25:56.878046,2024-05-14 09:25:57.048181,0.11190152168273926,2024-05-14 09:25:57.176968,2024-05-14 09:25:56.879482
97058,2024-05-14 09:25:57.341816,2024-05-14 09:25:57.623024,0.10389423370361328,2024-05-14 09:25:57.743631,2024-05-14 09:25:57.344135
97059,2024-05-14 09:25:57.902824,2024-05-14 09:25:58.189705,0.11255884170532227,2024-05-14 09:25:58.321468,2024-05-14 09:25:57.905174
97060,2024-05-14 09:25:58.551107,2024-05-14 09:25:58.845404,0.1113288402557373,2024-05-14 09:25:58.974542,2024-05-14 09:25:58.553074
97061,2024-05-14 09:25:59.176799,2024-05-14 09:25:59.479838,0.10896754264831543,2024-05-14 09:25:59.603320,2024-05-14 09:25:59.179522
97062,2024-05-14 09:25:59.765692,2024-05-14 09:26:00.089846,0.11486697196960449,2024-05-14 09:26:00.219180,2024-05-14 09:25:59.768308
97063,2024-05-14 09:26:00.399541,2024-05-14 09:26:00.676972,0.1116628646850586,2024-05-14 09:26:00.805235,2024-05-14 09:26:00.401809
97064,2024-05-14 09:26:00.972558,2024-05-14 09:26:01.354004,0.11287760734558105,2024-05-14 09:26:01.483867,2024-05-14 09:26:00.974346
97065,2024-05-14 09:26:01.739060,2024-05-14 09:26:02.060206,0.11565446853637695,2024-05-14 09:26:02.194062,2024-05-14 09:26:01.741008
97066,2024-05-14 09:26:02.558886,2024-05-14 09:26:02.946532,0.11559176445007324,2024-05-14 09:26:03.079358,2024-05-14 09:26:02.561641
97067,2024-05-14 09:26:03.312209,2024-05-14 09:26:03.624601,0.11571240425109863,2024-05-14 09:26:03.754883,2024-05-14 09:26:03.314752
97068,2024-05-14 09:26:03.918773,2024-05-14 09:26:04.215667,0.11305451393127441,2024-05-14 09:26:04.344863,2024-05-14 09:26:03.921229
97069,2024-05-14 09:26:04.602712,2024-05-14 09:26:04.894450,0.11668515205383301,2024-05-14 09:26:05.024830,2024-05-14 09:26:04.604538
97070,2024-05-14 09:26:05.209638,2024-05-14 09:26:05.679667,0.10392475128173828,2024-05-14 09:26:05.801368,2024-05-14 09:26:05.211735
97071,2024-05-14 09:26:05.971116,2024-05-14 09:26:06.496772,0.11548495292663574,2024-05-14 09:26:06.630060,2024-05-14 09:26:05.973781
97072,2024-05-14 09:26:06.798972,2024-05-14 09:26:07.159961,0.10908341407775879,2024-05-14 09:26:07.284641,2024-05-14 09:26:06.801099
97073,2024-05-14 09:26:07.455157,2024-05-14 09:26:07.794222,0.11012148857116699,2024-05-14 09:26:07.920298,2024-05-14 09:26:07.457593
97074,2024-05-14 09:26:08.109076,2024-05-14 09:26:08.519385,0.10495638847351074,2024-05-14 09:26:08.645027,2024-05-14 09:26:08.111375
97075,2024-05-14 09:26:08.838784,2024-05-14 09:26:09.591250,0.11586713790893555,2024-05-14 09:26:09.726029,2024-05-14 09:26:08.841349
97076,2024-05-14 09:26:09.891853,2024-05-14 09:26:10.611829,0.10952520370483398,2024-05-14 09:26:10.736996,2024-05-14 09:26:09.893508
97077,2024-05-14 09:26:10.904426,2024-05-14 09:26:11.268467,0.10588240623474121,2024-05-14 09:26:11.392527,2024-05-14 09:26:10.907167
97078,2024-05-14 09:26:11.552507,2024-05-14 09:26:12.206902,0.11531853675842285,2024-05-14 09:26:12.341735,2024-05-14 09:26:11.554942
97079,2024-05-14 09:26:12.510355,2024-05-14 09:26:13.001781,0.10995101928710938,2024-05-14 09:26:13.127233,2024-05-14 09:26:12.512170
97080,2024-05-14 09:26:13.319507,2024-05-14 09:26:13.688716,0.1119081974029541,2024-05-14 09:26:13.816285,2024-05-14 09:26:13.321450
97081,2024-05-14 09:26:13.981787,2024-05-14 09:26:14.535284,0.11014199256896973,2024-05-14 09:26:14.661056,2024-05-14 09:26:13.984811
97082,2024-05-14 09:26:14.827229,2024-05-14 09:26:15.296538,0.11351490020751953,2024-05-14 09:26:15.425505,2024-05-14 09:26:14.829411
97083,2024-05-14 09:26:15.600304,2024-05-14 09:26:15.846057,0.10977029800415039,2024-05-14 09:26:15.970851,2024-05-14 09:26:15.602613
110472,2024-05-14 09:30:26.722151,2024-05-14 09:30:27.928571,0.11992144584655762,2024-05-14 09:30:28.057066,2024-05-14 09:30:26.723536
110473,2024-05-14 09:30:28.290723,2024-05-14 09:30:28.780020,0.1113121509552002,2024-05-14 09:30:28.905849,2024-05-14 09:30:28.293245
110474,2024-05-14 09:30:29.075930,2024-05-14 09:30:29.295176,0.11319899559020996,2024-05-14 09:30:29.422784,2024-05-14 09:30:29.078163
110475,2024-05-14 09:30:29.576486,2024-05-14 09:30:29.835968,0.11356711387634277,2024-05-14 09:30:29.964473,2024-05-14 09:30:29.578865
110476,2024-05-14 09:30:30.118696,2024-05-14 09:30:30.381914,0.11361980438232422,2024-05-14 09:30:30.511441,2024-05-14 09:30:30.121470
110477,2024-05-14 09:30:30.674865,2024-05-14 09:30:30.916518,0.11449551582336426,2024-05-14 09:30:31.045530,2024-05-14 09:30:30.677649
110478,2024-05-14 09:30:31.246407,2024-05-14 09:30:31.491050,0.11705374717712402,2024-05-14 09:30:31.624405,2024-05-14 09:30:31.249605
110479,2024-05-14 09:30:31.861814,2024-05-14 09:30:32.115832,0.11306118965148926,2024-05-14 09:30:32.245841,2024-05-14 09:30:31.863788
110480,2024-05-14 09:30:32.476451,2024-05-14 09:30:32.688050,0.11805057525634766,2024-05-14 09:30:32.822883,2024-05-14 09:30:32.478173
110481,2024-05-14 09:30:33.086900,2024-05-14 09:30:33.401820,0.10993480682373047,2024-05-14 09:30:33.525492,2024-05-14 09:30:33.089408
110482,2024-05-14 09:30:33.699811,2024-05-14 09:30:33.948285,0.11510062217712402,2024-05-14 09:30:34.079600,2024-05-14 09:30:33.702308
110483,2024-05-14 09:30:34.238662,2024-05-14 09:30:34.476021,0.1132662296295166,2024-05-14 09:30:34.602938,2024-05-14 09:30:34.241197
110484,2024-05-14 09:30:34.762283,2024-05-14 09:30:35.005903,0.12212419509887695,2024-05-14 09:30:35.144545,2024-05-14 09:30:34.764596
110485,2024-05-14 09:30:35.311001,2024-05-14 09:30:35.599595,0.11368918418884277,2024-05-14 09:30:35.729183,2024-05-14 09:30:35.313358
110486,2024-05-14 09:30:35.886090,2024-05-14 09:30:36.086394,0.11634707450866699,2024-05-14 09:30:36.219207,2024-05-14 09:30:35.888149
110487,2024-05-14 09:30:36.378912,2024-05-14 09:30:36.670921,0.11284327507019043,2024-05-14 09:30:36.797639,2024-05-14 09:30:36.380739
110488,2024-05-14 09:30:36.957726,2024-05-14 09:30:37.203786,0.11375093460083008,2024-05-14 09:30:37.331775,2024-05-14 09:30:36.959715
110489,2024-05-14 09:30:37.486254,2024-05-14 09:30:37.855986,0.11437106132507324,2024-05-14 09:30:37.985111,2024-05-14 09:30:37.488209
110490,2024-05-14 09:30:38.213272,2024-05-14 09:30:38.495782,0.11223077774047852,2024-05-14 09:30:38.623447,2024-05-14 09:30:38.215237
110491,2024-05-14 09:30:38.824080,2024-05-14 09:30:39.421320,0.10432076454162598,2024-05-14 09:30:39.543323,2024-05-14 09:30:38.826662
110492,2024-05-14 09:30:39.764014,2024-05-14 09:30:40.304539,0.1065969467163086,2024-05-14 09:30:40.428070,2024-05-14 09:30:39.766878
110493,2024-05-14 09:30:40.594134,2024-05-14 09:30:40.840127,0.10571885108947754,2024-05-14 09:30:40.961960,2024-05-14 09:30:40.596779
110494,2024-05-14 09:30:41.128311,2024-05-14 09:30:41.409682,0.1084895133972168,2024-05-14 09:30:41.534642,2024-05-14 09:30:41.130446
110495,2024-05-14 09:30:41.699380,2024-05-14 09:30:41.920174,0.10429859161376953,2024-05-14 09:30:42.040999,2024-05-14 09:30:41.701592
110496,2024-05-14 09:30:42.220048,2024-05-14 09:30:42.546547,0.10312938690185547,2024-05-14 09:30:42.665825,2024-05-14 09:30:42.222647
110497,2024-05-14 09:30:42.821012,2024-05-14 09:30:43.142826,0.10492134094238281,2024-05-14 09:30:43.264483,2024-05-14 09:30:42.822674
110498,2024-05-14 09:30:43.440105,2024-05-14 09:30:43.736334,0.10488581657409668,2024-05-14 09:30:43.857720,2024-05-14 09:30:43.442000
110499,2024-05-14 09:30:44.017156,2024-05-14 09:30:44.315854,0.10517573356628418,2024-05-14 09:30:44.437607,2024-05-14 09:30:44.019289
110500,2024-05-14 09:30:44.596776,2024-05-14 09:30:44.896417,0.10938596725463867,2024-05-14 09:30:45.022504,2024-05-14 09:30:44.598777
110501,2024-05-14 09:30:45.269533,2024-05-14 09:30:45.573176,0.10543966293334961,2024-05-14 09:30:45.695274,2024-05-14 09:30:45.271700
110502,2024-05-14 09:30:45.883033,2024-05-14 09:30:46.115702,0.1038198471069336,2024-05-14 09:30:46.235272,2024-05-14 09:30:45.885107
110503,2024-05-14 09:30:46.398475,2024-05-14 09:30:46.722604,0.10471725463867188,2024-05-14 09:30:46.844095,2024-05-14 09:30:46.400837
110504,2024-05-14 09:30:47.007439,2024-05-14 09:30:47.306825,0.10634469985961914,2024-05-14 09:30:47.429539,2024-05-14 09:30:47.009804
110505,2024-05-14 09:30:47.593331,2024-05-14 09:30:47.901126,0.10611891746520996,2024-05-14 09:30:48.023690,2024-05-14 09:30:47.595577
110506,2024-05-14 09:30:48.175096,2024-05-14 09:30:48.417181,0.1048734188079834,2024-05-14 09:30:48.538579,2024-05-14 09:30:48.177079
110507,2024-05-14 09:30:48.704323,2024-05-14 09:30:48.932862,0.1074066162109375,2024-05-14 09:30:49.056660,2024-05-14 09:30:48.706158
110508,2024-05-14 09:30:49.213825,2024-05-14 09:30:49.448553,0.10572361946105957,2024-05-14 09:30:49.570441,2024-05-14 09:30:49.216724
110509,2024-05-14 09:30:49.729591,2024-05-14 09:30:50.011821,0.1076056957244873,2024-05-14 09:30:50.136282,2024-05-14 09:30:49.731323
110510,2024-05-14 09:30:50.298894,2024-05-14 09:30:50.605840,0.10323977470397949,2024-05-14 09:30:50.725413,2024-05-14 09:30:50.301637
110511,2024-05-14 09:30:50.877811,2024-05-14 09:30:51.172317,0.10434794425964355,2024-05-14 09:30:51.293153,2024-05-14 09:30:50.880185
110512,2024-05-14 09:30:51.454584,2024-05-14 09:30:51.699917,0.10617256164550781,2024-05-14 09:30:51.822198,2024-05-14 09:30:51.458084
110513,2024-05-14 09:30:51.970926,2024-05-14 09:30:52.277635,0.10539507865905762,2024-05-14 09:30:52.399598,2024-05-14 09:30:51.974476
110514,2024-05-14 09:30:52.570857,2024-05-14 09:30:52.805703,0.10592508316040039,2024-05-14 09:30:52.927960,2024-05-14 09:30:52.572900
110515,2024-05-14 09:30:53.091755,2024-05-14 09:30:53.367546,0.1055154800415039,2024-05-14 09:30:53.489327,2024-05-14 09:30:53.093860
110516,2024-05-14 09:30:53.697100,2024-05-14 09:30:54.065240,0.1061551570892334,2024-05-14 09:30:54.188427,2024-05-14 09:30:53.699553
110517,2024-05-14 09:30:54.447092,2024-05-14 09:30:54.764182,0.11342906951904297,2024-05-14 09:30:54.893591,2024-05-14 09:30:54.449091
110518,2024-05-14 09:30:55.121066,2024-05-14 09:30:55.551858,0.11697196960449219,2024-05-14 09:30:55.685184,2024-05-14 09:30:55.123076
110519,2024-05-14 09:30:55.941981,2024-05-14 09:30:56.190467,0.10257840156555176,2024-05-14 09:30:56.308614,2024-05-14 09:30:55.944138
110520,2024-05-14 09:30:56.560652,2024-05-14 09:30:56.819109,0.1142740249633789,2024-05-14 09:30:56.948992,2024-05-14 09:30:56.562511
110521,2024-05-14 09:30:57.169067,2024-05-14 09:30:57.400859,0.1143488883972168,2024-05-14 09:30:57.529667,2024-05-14 09:30:57.171514
110522,2024-05-14 09:30:57.799959,2024-05-14 09:30:58.085105,0.1201939582824707,2024-05-14 09:30:58.222148,2024-05-14 09:30:57.801948
110523,2024-05-14 09:30:58.373211,2024-05-14 09:30:58.661871,0.11515665054321289,2024-05-14 09:30:58.792335,2024-05-14 09:30:58.375387
110524,2024-05-14 09:30:58.951338,2024-05-14 09:30:59.293700,0.11473894119262695,2024-05-14 09:30:59.424783,2024-05-14 09:30:58.953724
110525,2024-05-14 09:30:59.574038,2024-05-14 09:30:59.860420,0.11553955078125,2024-05-14 09:30:59.991180,2024-05-14 09:30:59.576039
110526,2024-05-14 09:31:00.146384,2024-05-14 09:31:00.426179,0.11435914039611816,2024-05-14 09:31:00.555263,2024-05-14 09:31:00.148436
110527,2024-05-14 09:31:00.723497,2024-05-14 09:31:01.006818,0.11723995208740234,2024-05-14 09:31:01.140237,2024-05-14 09:31:00.726080
110528,2024-05-14 09:31:01.292747,2024-05-14 09:31:01.556446,0.11540341377258301,2024-05-14 09:31:01.687757,2024-05-14 09:31:01.295445
110529,2024-05-14 09:31:01.850492,2024-05-14 09:31:02.097574,0.11670970916748047,2024-05-14 09:31:02.230149,2024-05-14 09:31:01.852620
110530,2024-05-14 09:31:02.389766,2024-05-14 09:31:02.693721,0.11730432510375977,2024-05-14 09:31:02.825173,2024-05-14 09:31:02.392041
110531,2024-05-14 09:31:03.090062,2024-05-14 09:31:03.418176,0.11822891235351562,2024-05-14 09:31:03.553110,2024-05-14 09:31:03.092806
110532,2024-05-14 09:31:03.731588,2024-05-14 09:31:03.992275,0.11925458908081055,2024-05-14 09:31:04.128383,2024-05-14 09:31:03.734204
110533,2024-05-14 09:31:04.317300,2024-05-14 09:31:04.570892,0.11721229553222656,2024-05-14 09:31:04.705333,2024-05-14 09:31:04.319533
110534,2024-05-14 09:31:04.872511,2024-05-14 09:31:05.135211,0.11743688583374023,2024-05-14 09:31:05.268996,2024-05-14 09:31:04.874543
110535,2024-05-14 09:31:05.420445,2024-05-14 09:31:05.655572,0.10635828971862793,2024-05-14 09:31:05.780390,2024-05-14 09:31:05.422883
110536,2024-05-14 09:31:05.945760,2024-05-14 09:31:06.196704,0.10354924201965332,2024-05-14 09:31:06.317380,2024-05-14 09:31:05.947951
110537,2024-05-14 09:31:06.481814,2024-05-14 09:31:06.711190,0.11379480361938477,2024-05-14 09:31:06.839608,2024-05-14 09:31:06.485021
110538,2024-05-14 09:31:06.997830,2024-05-14 09:31:07.276539,0.11748147010803223,2024-05-14 09:31:07.410542,2024-05-14 09:31:07.000665
110539,2024-05-14 09:31:07.589929,2024-05-14 09:31:07.841472,0.11405324935913086,2024-05-14 09:31:07.969933,2024-05-14 09:31:07.592518
110540,2024-05-14 09:31:08.128937,2024-05-14 09:31:08.419398,0.11524033546447754,2024-05-14 09:31:08.548908,2024-05-14 09:31:08.130770
110541,2024-05-14 09:31:08.837108,2024-05-14 09:31:09.167424,0.11133003234863281,2024-05-14 09:31:09.294093,2024-05-14 09:31:08.839445
110542,2024-05-14 09:31:09.451047,2024-05-14 09:31:09.780989,0.1013338565826416,2024-05-14 09:31:09.897960,2024-05-14 09:31:09.453301
110543,2024-05-14 09:31:10.272824,2024-05-14 09:31:10.751252,0.10569095611572266,2024-05-14 09:31:10.873129,2024-05-14 09:31:10.274777
110544,2024-05-14 09:31:11.100093,2024-05-14 09:31:11.421116,0.11311507225036621,2024-05-14 09:31:11.550006,2024-05-14 09:31:11.102641
110545,2024-05-14 09:31:11.712915,2024-05-14 09:31:11.968478,0.1075279712677002,2024-05-14 09:31:12.093309,2024-05-14 09:31:11.714894
110546,2024-05-14 09:31:12.839489,2024-05-14 09:31:13.212480,0.11046981811523438,2024-05-14 09:31:13.339815,2024-05-14 09:31:12.841149
110547,2024-05-14 09:31:13.568203,2024-05-14 09:31:13.816279,0.10844540596008301,2024-05-14 09:31:13.940679,2024-05-14 09:31:13.570555
110548,2024-05-14 09:31:14.095809,2024-05-14 09:31:14.330757,0.10978531837463379,2024-05-14 09:31:14.456653,2024-05-14 09:31:14.098034
110549,2024-05-14 09:31:14.613125,2024-05-14 09:31:14.875168,0.10507416725158691,2024-05-14 09:31:14.996491,2024-05-14 09:31:14.615592
110550,2024-05-14 09:31:15.147474,2024-05-14 09:31:15.377586,0.1091909408569336,2024-05-14 09:31:15.503015,2024-05-14 09:31:15.149355
110551,2024-05-14 09:31:15.655804,2024-05-14 09:31:15.930557,0.10967135429382324,2024-05-14 09:31:16.056261,2024-05-14 09:31:15.658271
110552,2024-05-14 09:31:16.208327,2024-05-14 09:31:16.447138,0.10834789276123047,2024-05-14 09:31:16.571676,2024-05-14 09:31:16.210363
110553,2024-05-14 09:31:16.723361,2024-05-14 09:31:16.962715,0.1110990047454834,2024-05-14 09:31:17.090133,2024-05-14 09:31:16.725616
110554,2024-05-14 09:31:17.239496,2024-05-14 09:31:17.474399,0.10807633399963379,2024-05-14 09:31:17.598743,2024-05-14 09:31:17.242136
110555,2024-05-14 09:31:17.761414,2024-05-14 09:31:17.993524,0.10892629623413086,2024-05-14 09:31:18.118669,2024-05-14 09:31:17.763629
110556,2024-05-14 09:31:18.273318,2024-05-14 09:31:18.526201,0.10847115516662598,2024-05-14 09:31:18.650843,2024-05-14 09:31:18.275865
110557,2024-05-14 09:31:18.802232,2024-05-14 09:31:19.044439,0.10774040222167969,2024-05-14 09:31:19.168979,2024-05-14 09:31:18.804388
110558,2024-05-14 09:31:19.365430,2024-05-14 09:31:19.642485,0.10864377021789551,2024-05-14 09:31:19.766262,2024-05-14 09:31:19.367451
110559,2024-05-14 09:31:19.941287,2024-05-14 09:31:20.189823,0.11080145835876465,2024-05-14 09:31:20.315965,2024-05-14 09:31:19.943438
110560,2024-05-14 09:31:20.472463,2024-05-14 09:31:20.773867,0.11077404022216797,2024-05-14 09:31:20.900627,2024-05-14 09:31:20.474724
110561,2024-05-14 09:31:21.051297,2024-05-14 09:31:21.302561,0.10794520378112793,2024-05-14 09:31:21.426051,2024-05-14 09:31:21.053558
110562,2024-05-14 09:31:21.622840,2024-05-14 09:31:21.863943,0.10844135284423828,2024-05-14 09:31:21.988362,2024-05-14 09:31:21.625584
301894,2024-05-14 14:43:16.064822,2024-05-14 14:43:17.805478,0.10881662368774414,2024-05-14 14:43:17.934124,2024-05-14 14:43:16.069813
301895,2024-05-14 14:43:18.407068,2024-05-14 14:43:19.038271,0.11359548568725586,2024-05-14 14:43:19.166819,2024-05-14 14:43:18.409861
